#ies_format_version: 1.0
#file: 20250724_4000.dat
#file_info: generated by AsciiLoger of OpenMUC
#timezone: + 5
#timestep_sec: 4.0
#col_no;	col_name;	confidential;	measured;	unit;	category;	comment
#001;	YYYYMMDD;	FALSE;	FALSE;	0;	time;	INTEGER,8. Date [human readable]
#002;	hhmmss;	FALSE;	FALSE;	0;	time;	SHORT,6. Time [human readable]
#003;	unixtimestamp;	FALSE;	FALSE;	s;	time;	DOUBLE,14. lapsed seconds from 01-01-1970
#004;	register1;	FALSE;	TRUE;	0;	other;	INTEGER,12. -
YYYYMMDD;	hhmmss;	unixtimestamp;	register1
20250724;	140104;	1753345864.000;	       err32
20250724;	140108;	1753345868.000;	       err32
20250724;	140112;	1753345872.000;	       err32
20250724;	140116;	1753345876.000;	       err32
20250724;	140120;	1753345880.000;	       err32
20250724;	140124;	1753345884.000;	       err32
20250724;	140128;	1753345888.000;	       err32
20250724;	140132;	1753345892.000;	       err32
20250724;	140136;	1753345896.000;	       err32
20250724;	140140;	1753345900.000;	       err32
20250724;	140144;	1753345904.000;	       err32
20250724;	140148;	1753345908.000;	       err32
20250724;	140152;	1753345912.000;	       err32
20250724;	140156;	1753345916.000;	       err32
20250724;	140200;	1753345920.000;	       err32
20250724;	140204;	1753345924.000;	       err32
20250724;	140208;	1753345928.000;	       err32
20250724;	140212;	1753345932.000;	       err32
20250724;	140216;	1753345936.000;	       err32
20250724;	140220;	1753345940.000;	       err32
20250724;	140224;	1753345944.000;	       err32
20250724;	140228;	1753345948.000;	       err32
20250724;	140232;	1753345952.000;	       err32
20250724;	140236;	1753345956.000;	       err32
20250724;	140240;	1753345960.000;	       err32
20250724;	140244;	1753345964.000;	       err32
20250724;	140248;	1753345968.000;	       err32
20250724;	140252;	1753345972.000;	       err32
20250724;	140256;	1753345976.000;	       err32
20250724;	140300;	1753345980.000;	       err32
20250724;	140304;	1753345984.000;	       err32
20250724;	140308;	1753345988.000;	       err32
20250724;	140312;	1753345992.000;	       err32
20250724;	140316;	1753345996.000;	       err32
20250724;	140320;	1753346000.000;	       err32
20250724;	140324;	1753346004.000;	       err32
20250724;	140328;	1753346008.000;	       err32
20250724;	140332;	1753346012.000;	       err32
20250724;	140336;	1753346016.000;	       err32
20250724;	140340;	1753346020.000;	       err32
20250724;	140344;	1753346024.000;	       err32
20250724;	140348;	1753346028.000;	       err32
20250724;	140352;	1753346032.000;	       err32
20250724;	140356;	1753346036.000;	       err32
20250724;	140400;	1753346040.000;	       err32
20250724;	140404;	1753346044.000;	       err32
20250724;	140408;	1753346048.000;	       err32
20250724;	140412;	1753346052.000;	       err32
20250724;	140416;	1753346056.000;	       err32
20250724;	140420;	1753346060.000;	       err32
20250724;	140424;	1753346064.000;	       err32
20250724;	140428;	1753346068.000;	       err32
20250724;	140432;	1753346072.000;	       err32
20250724;	140436;	1753346076.000;	       err32
20250724;	140440;	1753346080.000;	       err32
20250724;	140444;	1753346084.000;	       err32
20250724;	140448;	1753346088.000;	       err32
20250724;	140452;	1753346092.000;	       err32
20250724;	140456;	1753346096.000;	       err32
20250724;	140500;	1753346100.000;	       err32
20250724;	140504;	1753346104.000;	       err32
20250724;	140508;	1753346108.000;	       err32
20250724;	140512;	1753346112.000;	       err32
20250724;	140516;	1753346116.000;	       err32
20250724;	140520;	1753346120.000;	       err32
20250724;	140524;	1753346124.000;	       err32
20250724;	140528;	1753346128.000;	       err32
20250724;	140532;	1753346132.000;	       err32
20250724;	140536;	1753346136.000;	       err32
20250724;	140540;	1753346140.000;	       err32
20250724;	140544;	1753346144.000;	       err32
20250724;	140548;	1753346148.000;	       err32
20250724;	140552;	1753346152.000;	       err32
20250724;	140556;	1753346156.000;	       err32
20250724;	140600;	1753346160.000;	       err32
20250724;	140604;	1753346164.000;	       err32
20250724;	140608;	1753346168.000;	       err32
20250724;	140612;	1753346172.000;	       err32
20250724;	140616;	1753346176.000;	       err32
20250724;	140620;	1753346180.000;	       err32
20250724;	140624;	1753346184.000;	       err32
20250724;	140628;	1753346188.000;	       err32
20250724;	140632;	1753346192.000;	       err32
20250724;	140636;	1753346196.000;	       err32
20250724;	140640;	1753346200.000;	       err32
20250724;	140644;	1753346204.000;	       err32
20250724;	140648;	1753346208.000;	       err32
20250724;	140652;	1753346212.000;	       err32
20250724;	140656;	1753346216.000;	       err32
20250724;	140700;	1753346220.000;	       err32
20250724;	140704;	1753346224.000;	       err32
20250724;	140708;	1753346228.000;	       err32
20250724;	140712;	1753346232.000;	       err32
20250724;	140716;	1753346236.000;	       err32
20250724;	140720;	1753346240.000;	       err32
20250724;	140724;	1753346244.000;	       err32
20250724;	140728;	1753346248.000;	       err32
20250724;	140732;	1753346252.000;	       err32
20250724;	140736;	1753346256.000;	       err32
20250724;	140740;	1753346260.000;	       err32
20250724;	140744;	1753346264.000;	       err32
20250724;	140748;	1753346268.000;	       err32
20250724;	140752;	1753346272.000;	       err32
20250724;	140756;	1753346276.000;	       err32
20250724;	140800;	1753346280.000;	       err32
20250724;	140804;	1753346284.000;	       err32
20250724;	140808;	1753346288.000;	       err32
20250724;	140812;	1753346292.000;	       err32
20250724;	140816;	1753346296.000;	       err32
20250724;	140820;	1753346300.000;	       err32
20250724;	140824;	1753346304.000;	       err32
20250724;	140828;	1753346308.000;	       err32
20250724;	140832;	1753346312.000;	       err32
20250724;	140836;	1753346316.000;	       err32
20250724;	140840;	1753346320.000;	       err32
20250724;	140844;	1753346324.000;	       err32
20250724;	140848;	1753346328.000;	       err32
20250724;	140852;	1753346332.000;	       err32
20250724;	140856;	1753346336.000;	       err32
20250724;	140900;	1753346340.000;	       err32
20250724;	140904;	1753346344.000;	       err32
20250724;	140908;	1753346348.000;	       err32
20250724;	140912;	1753346352.000;	       err32
20250724;	140916;	1753346356.000;	       err32
20250724;	140920;	1753346360.000;	       err32
20250724;	140924;	1753346364.000;	       err32
20250724;	140928;	1753346368.000;	       err32
20250724;	140932;	1753346372.000;	       err32
20250724;	140936;	1753346376.000;	       err32
20250724;	140940;	1753346380.000;	       err32
20250724;	140944;	1753346384.000;	       err32
20250724;	140948;	1753346388.000;	       err32
20250724;	140952;	1753346392.000;	       err32
20250724;	140956;	1753346396.000;	       err32
20250724;	141000;	1753346400.000;	       err32
20250724;	141004;	1753346404.000;	       err32
20250724;	141008;	1753346408.000;	       err32
20250724;	141012;	1753346412.000;	       err32
20250724;	141016;	1753346416.000;	       err32
20250724;	141020;	1753346420.000;	       err32
20250724;	141024;	1753346424.000;	       err32
20250724;	141028;	1753346428.000;	       err32
20250724;	141032;	1753346432.000;	       err32
20250724;	141036;	1753346436.000;	       err32
20250724;	141040;	1753346440.000;	       err32
20250724;	141044;	1753346444.000;	       err32
20250724;	141048;	1753346448.000;	       err32
20250724;	141052;	1753346452.000;	       err32
20250724;	141056;	1753346456.000;	       err32
20250724;	141100;	1753346460.000;	       err32
20250724;	141104;	1753346464.000;	       err32
20250724;	141108;	1753346468.000;	       err32
20250724;	141112;	1753346472.000;	       err32
20250724;	141116;	1753346476.000;	       err32
20250724;	141120;	1753346480.000;	       err32
20250724;	141124;	1753346484.000;	       err32
20250724;	141128;	1753346488.000;	       err32
20250724;	141132;	1753346492.000;	       err32
20250724;	141136;	1753346496.000;	       err32
20250724;	141140;	1753346500.000;	       err32
20250724;	141144;	1753346504.000;	       err32
20250724;	141148;	1753346508.000;	       err32
20250724;	141152;	1753346512.000;	       err32
20250724;	141156;	1753346516.000;	       err32
20250724;	141200;	1753346520.000;	       err32
20250724;	141204;	1753346524.000;	       err32
20250724;	141208;	1753346528.000;	       err32
20250724;	141212;	1753346532.000;	       err32
20250724;	141216;	1753346536.000;	       err32
20250724;	141220;	1753346540.000;	       err32
20250724;	141224;	1753346544.000;	       err32
20250724;	141228;	1753346548.000;	       err32
20250724;	141232;	1753346552.000;	       err32
20250724;	141236;	1753346556.000;	       err32
20250724;	141240;	1753346560.000;	       err32
20250724;	141244;	1753346564.000;	       err32
20250724;	141248;	1753346568.000;	       err32
20250724;	141252;	1753346572.000;	       err32
20250724;	141256;	1753346576.000;	       err32
20250724;	141300;	1753346580.000;	       err32
20250724;	141304;	1753346584.000;	       err32
20250724;	141308;	1753346588.000;	       err32
20250724;	141312;	1753346592.000;	       err32
20250724;	141316;	1753346596.000;	       err32
20250724;	141320;	1753346600.000;	       err32
20250724;	141324;	1753346604.000;	       err32
20250724;	141328;	1753346608.000;	       err32
20250724;	141332;	1753346612.000;	       err32
20250724;	141336;	1753346616.000;	       err32
20250724;	141340;	1753346620.000;	       err32
20250724;	141344;	1753346624.000;	       err32
20250724;	141348;	1753346628.000;	       err32
20250724;	141352;	1753346632.000;	       err32
20250724;	141356;	1753346636.000;	       err32
20250724;	141400;	1753346640.000;	       err32
20250724;	141404;	1753346644.000;	       err32
20250724;	141408;	1753346648.000;	       err32
20250724;	141412;	1753346652.000;	       err32
20250724;	141416;	1753346656.000;	       err32
20250724;	141420;	1753346660.000;	       err32
20250724;	141424;	1753346664.000;	       err32
20250724;	141428;	1753346668.000;	       err32
20250724;	141432;	1753346672.000;	       err32
20250724;	141436;	1753346676.000;	       err32
20250724;	141440;	1753346680.000;	       err32
20250724;	141444;	1753346684.000;	       err32
20250724;	141448;	1753346688.000;	       err32
20250724;	141452;	1753346692.000;	       err32
20250724;	141456;	1753346696.000;	       err32
20250724;	141500;	1753346700.000;	       err32
20250724;	141504;	1753346704.000;	       err32
20250724;	141508;	1753346708.000;	       err32
20250724;	141512;	1753346712.000;	       err32
20250724;	141516;	1753346716.000;	       err32
20250724;	141520;	1753346720.000;	       err32
20250724;	141524;	1753346724.000;	       err32
20250724;	141528;	1753346728.000;	       err32
20250724;	141532;	1753346732.000;	       err32
20250724;	141536;	1753346736.000;	       err32
20250724;	141540;	1753346740.000;	       err32
20250724;	141544;	1753346744.000;	       err32
20250724;	141548;	1753346748.000;	       err32
20250724;	141552;	1753346752.000;	       err32
20250724;	141556;	1753346756.000;	       err32
20250724;	141600;	1753346760.000;	       err32
20250724;	141604;	1753346764.000;	       err32
20250724;	141608;	1753346768.000;	       err32
20250724;	141612;	1753346772.000;	       err32
20250724;	141616;	1753346776.000;	       err32
20250724;	141620;	1753346780.000;	       err32
20250724;	141624;	1753346784.000;	       err32
20250724;	141628;	1753346788.000;	       err32
20250724;	141632;	1753346792.000;	       err32
20250724;	141636;	1753346796.000;	       err32
20250724;	141640;	1753346800.000;	       err32
20250724;	141644;	1753346804.000;	       err32
20250724;	141648;	1753346808.000;	       err32
20250724;	141652;	1753346812.000;	       err32
20250724;	141656;	1753346816.000;	       err32
20250724;	141700;	1753346820.000;	       err32
20250724;	141704;	1753346824.000;	       err32
20250724;	141708;	1753346828.000;	       err32
20250724;	141712;	1753346832.000;	       err32
20250724;	141716;	1753346836.000;	       err32
20250724;	141720;	1753346840.000;	       err32
20250724;	141724;	1753346844.000;	       err32
20250724;	141728;	1753346848.000;	       err32
20250724;	141732;	1753346852.000;	       err32
20250724;	141736;	1753346856.000;	       err32
20250724;	141740;	1753346860.000;	       err32
20250724;	141744;	1753346864.000;	       err32
20250724;	141748;	1753346868.000;	       err32
20250724;	141752;	1753346872.000;	       err32
20250724;	141756;	1753346876.000;	       err32
20250724;	141800;	1753346880.000;	       err32
20250724;	141804;	1753346884.000;	       err32
20250724;	141808;	1753346888.000;	       err32
20250724;	141812;	1753346892.000;	       err32
20250724;	141816;	1753346896.000;	       err32
20250724;	141820;	1753346900.000;	       err32
20250724;	141824;	1753346904.000;	       err32
20250724;	141828;	1753346908.000;	       err32
20250724;	141832;	1753346912.000;	       err32
20250724;	141836;	1753346916.000;	       err32
20250724;	141840;	1753346920.000;	       err32
20250724;	141844;	1753346924.000;	       err32
20250724;	141848;	1753346928.000;	       err32
20250724;	141852;	1753346932.000;	       err32
20250724;	141856;	1753346936.000;	       err32
20250724;	141900;	1753346940.000;	       err32
20250724;	141904;	1753346944.000;	       err32
20250724;	141908;	1753346948.000;	       err32
20250724;	141912;	1753346952.000;	       err32
20250724;	141916;	1753346956.000;	       err32
20250724;	141920;	1753346960.000;	       err32
20250724;	141924;	1753346964.000;	       err32
20250724;	141928;	1753346968.000;	       err32
20250724;	141932;	1753346972.000;	       err32
20250724;	141936;	1753346976.000;	       err32
20250724;	141940;	1753346980.000;	       err32
20250724;	141944;	1753346984.000;	       err32
20250724;	141948;	1753346988.000;	       err32
20250724;	141952;	1753346992.000;	       err32
20250724;	141956;	1753346996.000;	       err32
20250724;	142000;	1753347000.000;	       err32
20250724;	142004;	1753347004.000;	       err32
20250724;	142008;	1753347008.000;	       err32
20250724;	142012;	1753347012.000;	       err32
20250724;	142016;	1753347016.000;	       err32
20250724;	142020;	1753347020.000;	       err32
20250724;	142024;	1753347024.000;	       err32
20250724;	142028;	1753347028.000;	       err32
20250724;	142032;	1753347032.000;	       err32
20250724;	142036;	1753347036.000;	       err32
20250724;	142040;	1753347040.000;	       err32
20250724;	142044;	1753347044.000;	       err32
20250724;	142048;	1753347048.000;	       err32
20250724;	142052;	1753347052.000;	       err32
20250724;	142056;	1753347056.000;	       err32
20250724;	142100;	1753347060.000;	       err32
20250724;	142104;	1753347064.000;	       err32
20250724;	142108;	1753347068.000;	       err32
20250724;	142112;	1753347072.000;	       err32
20250724;	142116;	1753347076.000;	       err32
20250724;	142120;	1753347080.000;	       err32
20250724;	142124;	1753347084.000;	       err32
20250724;	142128;	1753347088.000;	       err32
20250724;	142132;	1753347092.000;	       err32
20250724;	142136;	1753347096.000;	       err32
20250724;	142140;	1753347100.000;	       err32
20250724;	142144;	1753347104.000;	       err32
20250724;	142148;	1753347108.000;	       err32
20250724;	142152;	1753347112.000;	       err32
20250724;	142156;	1753347116.000;	       err32
20250724;	142200;	1753347120.000;	       err32
20250724;	142204;	1753347124.000;	       err32
20250724;	142208;	1753347128.000;	       err32
20250724;	142212;	1753347132.000;	       err32
20250724;	142216;	1753347136.000;	       err32
20250724;	142220;	1753347140.000;	       err32
20250724;	142224;	1753347144.000;	       err32
20250724;	142228;	1753347148.000;	       err32
20250724;	142232;	1753347152.000;	       err32
20250724;	142236;	1753347156.000;	       err32
20250724;	142240;	1753347160.000;	       err32
20250724;	142244;	1753347164.000;	       err32
20250724;	142248;	1753347168.000;	       err32
20250724;	142252;	1753347172.000;	       err32
20250724;	142256;	1753347176.000;	       err32
20250724;	142300;	1753347180.000;	       err32
20250724;	142304;	1753347184.000;	       err32
20250724;	142308;	1753347188.000;	       err32
20250724;	142312;	1753347192.000;	       err32
20250724;	142316;	1753347196.000;	       err32
20250724;	142320;	1753347200.000;	       err32
20250724;	142324;	1753347204.000;	       err32
20250724;	142328;	1753347208.000;	       err32
20250724;	142332;	1753347212.000;	       err32
20250724;	142336;	1753347216.000;	       err32
20250724;	142340;	1753347220.000;	       err32
20250724;	142344;	1753347224.000;	       err32
20250724;	142348;	1753347228.000;	       err32
20250724;	142352;	1753347232.000;	       err32
20250724;	142356;	1753347236.000;	       err32
20250724;	142400;	1753347240.000;	       err32
20250724;	142404;	1753347244.000;	       err32
20250724;	142408;	1753347248.000;	       err32
20250724;	142412;	1753347252.000;	       err32
20250724;	142416;	1753347256.000;	       err32
20250724;	142420;	1753347260.000;	       err32
20250724;	142424;	1753347264.000;	       err32
20250724;	142428;	1753347268.000;	       err32
20250724;	142432;	1753347272.000;	       err32
20250724;	142436;	1753347276.000;	       err32
20250724;	142440;	1753347280.000;	       err32
20250724;	142444;	1753347284.000;	       err32
20250724;	142448;	1753347288.000;	       err32
20250724;	142452;	1753347292.000;	       err32
20250724;	142456;	1753347296.000;	       err32
20250724;	142500;	1753347300.000;	       err32
20250724;	142504;	1753347304.000;	       err32
20250724;	142508;	1753347308.000;	       err32
20250724;	142512;	1753347312.000;	       err32
20250724;	142516;	1753347316.000;	       err32
20250724;	142520;	1753347320.000;	       err32
20250724;	142524;	1753347324.000;	       err32
20250724;	142528;	1753347328.000;	       err32
20250724;	142532;	1753347332.000;	       err32
20250724;	142536;	1753347336.000;	       err32
20250724;	142540;	1753347340.000;	       err32
20250724;	142544;	1753347344.000;	       err32
20250724;	142548;	1753347348.000;	       err32
20250724;	142552;	1753347352.000;	       err32
20250724;	142556;	1753347356.000;	       err32
20250724;	142600;	1753347360.000;	       err32
20250724;	142604;	1753347364.000;	       err32
20250724;	142608;	1753347368.000;	       err32
20250724;	142612;	1753347372.000;	       err32
20250724;	142616;	1753347376.000;	       err32
20250724;	142620;	1753347380.000;	       err32
20250724;	142624;	1753347384.000;	       err32
20250724;	142628;	1753347388.000;	       err32
20250724;	142632;	1753347392.000;	       err32
20250724;	142636;	1753347396.000;	       err32
20250724;	142640;	1753347400.000;	       err32
20250724;	142644;	1753347404.000;	       err32
20250724;	142648;	1753347408.000;	       err32
20250724;	142652;	1753347412.000;	       err32
20250724;	142656;	1753347416.000;	       err32
20250724;	142700;	1753347420.000;	       err32
20250724;	142704;	1753347424.000;	       err32
20250724;	142708;	1753347428.000;	       err32
20250724;	142712;	1753347432.000;	       err32
20250724;	142716;	1753347436.000;	       err32
20250724;	142720;	1753347440.000;	       err32
20250724;	142724;	1753347444.000;	       err32
20250724;	142728;	1753347448.000;	       err32
20250724;	142732;	1753347452.000;	       err32
20250724;	142736;	1753347456.000;	       err32
20250724;	142740;	1753347460.000;	       err32
20250724;	142744;	1753347464.000;	       err32
20250724;	142748;	1753347468.000;	       err32
20250724;	142752;	1753347472.000;	       err32
20250724;	142756;	1753347476.000;	       err32
20250724;	142800;	1753347480.000;	       err32
20250724;	142804;	1753347484.000;	       err32
20250724;	142808;	1753347488.000;	       err32
20250724;	142812;	1753347492.000;	       err32
20250724;	142816;	1753347496.000;	       err32
20250724;	142820;	1753347500.000;	       err32
20250724;	142824;	1753347504.000;	       err32
20250724;	142828;	1753347508.000;	       err32
20250724;	142832;	1753347512.000;	       err32
20250724;	142836;	1753347516.000;	       err32
20250724;	142840;	1753347520.000;	       err32
20250724;	142844;	1753347524.000;	       err32
20250724;	142848;	1753347528.000;	       err32
20250724;	142852;	1753347532.000;	       err32
20250724;	142856;	1753347536.000;	       err32
20250724;	142900;	1753347540.000;	       err32
20250724;	142904;	1753347544.000;	       err32
20250724;	142908;	1753347548.000;	       err32
20250724;	142912;	1753347552.000;	       err32
20250724;	142916;	1753347556.000;	       err32
20250724;	142920;	1753347560.000;	       err32
20250724;	142924;	1753347564.000;	       err32
20250724;	142928;	1753347568.000;	       err32
20250724;	142932;	1753347572.000;	       err32
20250724;	142936;	1753347576.000;	       err32
20250724;	142940;	1753347580.000;	       err32
20250724;	142944;	1753347584.000;	       err32
20250724;	142948;	1753347588.000;	       err32
20250724;	142952;	1753347592.000;	       err32
20250724;	142956;	1753347596.000;	       err32
20250724;	143000;	1753347600.000;	       err32
20250724;	143004;	1753347604.000;	       err32
20250724;	143008;	1753347608.000;	       err32
20250724;	143012;	1753347612.000;	       err32
20250724;	143016;	1753347616.000;	       err32
20250724;	143020;	1753347620.000;	       err32
20250724;	143024;	1753347624.000;	       err32
20250724;	143028;	1753347628.000;	       err32
20250724;	143032;	1753347632.000;	       err32
20250724;	143036;	1753347636.000;	       err32
20250724;	143040;	1753347640.000;	       err32
20250724;	143044;	1753347644.000;	       err32
20250724;	143048;	1753347648.000;	       err32
20250724;	143052;	1753347652.000;	       err32
20250724;	143056;	1753347656.000;	       err32
20250724;	143100;	1753347660.000;	       err32
20250724;	143104;	1753347664.000;	       err32
20250724;	143108;	1753347668.000;	       err32
20250724;	143112;	1753347672.000;	       err32
20250724;	143116;	1753347676.000;	       err32
20250724;	143120;	1753347680.000;	       err32
20250724;	143124;	1753347684.000;	       err32
20250724;	143128;	1753347688.000;	       err32
20250724;	143132;	1753347692.000;	       err32
20250724;	143136;	1753347696.000;	       err32
20250724;	143140;	1753347700.000;	       err32
20250724;	143144;	1753347704.000;	       err32
20250724;	143148;	1753347708.000;	       err32
20250724;	143152;	1753347712.000;	       err32
20250724;	143156;	1753347716.000;	       err32
20250724;	143200;	1753347720.000;	       err32
20250724;	143204;	1753347724.000;	       err32
20250724;	143208;	1753347728.000;	       err32
20250724;	143212;	1753347732.000;	       err32
20250724;	143216;	1753347736.000;	       err32
20250724;	143220;	1753347740.000;	       err32
20250724;	143224;	1753347744.000;	       err32
20250724;	143228;	1753347748.000;	       err32
20250724;	143232;	1753347752.000;	       err32
20250724;	143236;	1753347756.000;	       err32
20250724;	143240;	1753347760.000;	       err32
20250724;	143244;	1753347764.000;	       err32
20250724;	143248;	1753347768.000;	       err32
20250724;	143252;	1753347772.000;	       err32
20250724;	143256;	1753347776.000;	       err32
20250724;	143300;	1753347780.000;	       err32
20250724;	143304;	1753347784.000;	       err32
20250724;	143308;	1753347788.000;	       err32
20250724;	143312;	1753347792.000;	       err32
20250724;	143316;	1753347796.000;	       err32
20250724;	143320;	1753347800.000;	       err32
20250724;	143324;	1753347804.000;	       err32
20250724;	143328;	1753347808.000;	       err32
20250724;	143332;	1753347812.000;	       err32
20250724;	143336;	1753347816.000;	       err32
20250724;	143340;	1753347820.000;	       err32
20250724;	143344;	1753347824.000;	       err32
20250724;	143348;	1753347828.000;	       err32
20250724;	143352;	1753347832.000;	       err32
20250724;	143356;	1753347836.000;	       err32
20250724;	143400;	1753347840.000;	       err32
20250724;	143404;	1753347844.000;	       err32
20250724;	143408;	1753347848.000;	       err32
20250724;	143412;	1753347852.000;	       err32
20250724;	143416;	1753347856.000;	       err32
20250724;	143420;	1753347860.000;	       err32
20250724;	143424;	1753347864.000;	       err32
20250724;	143428;	1753347868.000;	       err32
20250724;	143432;	1753347872.000;	       err32
20250724;	143436;	1753347876.000;	       err32
20250724;	143440;	1753347880.000;	       err32
20250724;	143444;	1753347884.000;	       err32
20250724;	143448;	1753347888.000;	       err32
20250724;	143452;	1753347892.000;	       err32
20250724;	143456;	1753347896.000;	       err32
20250724;	143500;	1753347900.000;	       err32
20250724;	143504;	1753347904.000;	       err32
20250724;	143508;	1753347908.000;	       err32
20250724;	143512;	1753347912.000;	       err32
20250724;	143516;	1753347916.000;	       err32
20250724;	143520;	1753347920.000;	       err32
20250724;	143524;	1753347924.000;	       err32
20250724;	143528;	1753347928.000;	       err32
20250724;	143532;	1753347932.000;	       err32
20250724;	143536;	1753347936.000;	       err32
20250724;	143540;	1753347940.000;	       err32
20250724;	143544;	1753347944.000;	       err32
20250724;	143548;	1753347948.000;	       err32
20250724;	143552;	1753347952.000;	       err32
20250724;	143556;	1753347956.000;	       err32
20250724;	143600;	1753347960.000;	       err32
20250724;	143604;	1753347964.000;	       err32
20250724;	143608;	1753347968.000;	       err32
20250724;	143612;	1753347972.000;	       err32
20250724;	143616;	1753347976.000;	       err32
20250724;	143620;	1753347980.000;	       err32
20250724;	143624;	1753347984.000;	       err32
20250724;	143628;	1753347988.000;	       err32
20250724;	143632;	1753347992.000;	       err32
20250724;	143636;	1753347996.000;	       err32
20250724;	143640;	1753348000.000;	       err32
20250724;	143644;	1753348004.000;	       err32
20250724;	143648;	1753348008.000;	       err32
20250724;	143652;	1753348012.000;	       err32
20250724;	143656;	1753348016.000;	       err32
20250724;	143700;	1753348020.000;	       err32
20250724;	143704;	1753348024.000;	       err32
20250724;	143708;	1753348028.000;	       err32
20250724;	143712;	1753348032.000;	       err32
20250724;	143716;	1753348036.000;	       err32
20250724;	143720;	1753348040.000;	       err32
20250724;	143724;	1753348044.000;	       err32
20250724;	143728;	1753348048.000;	       err32
20250724;	143732;	1753348052.000;	       err32
20250724;	143736;	1753348056.000;	       err32
20250724;	143740;	1753348060.000;	       err32
20250724;	143744;	1753348064.000;	       err32
20250724;	143748;	1753348068.000;	       err32
20250724;	143752;	1753348072.000;	       err32
20250724;	143756;	1753348076.000;	       err32
20250724;	143800;	1753348080.000;	       err32
20250724;	143804;	1753348084.000;	       err32
20250724;	143808;	1753348088.000;	       err32
20250724;	143812;	1753348092.000;	       err32
20250724;	143816;	1753348096.000;	       err32
20250724;	143820;	1753348100.000;	       err32
20250724;	143824;	1753348104.000;	       err32
20250724;	143828;	1753348108.000;	       err32
20250724;	143832;	1753348112.000;	       err32
20250724;	143836;	1753348116.000;	       err32
20250724;	143840;	1753348120.000;	       err32
20250724;	143844;	1753348124.000;	       err32
20250724;	143848;	1753348128.000;	       err32
20250724;	143852;	1753348132.000;	       err32
20250724;	143856;	1753348136.000;	       err32
20250724;	143900;	1753348140.000;	       err32
20250724;	143904;	1753348144.000;	       err32
20250724;	143908;	1753348148.000;	       err32
20250724;	143912;	1753348152.000;	       err32
20250724;	143916;	1753348156.000;	       err32
20250724;	143920;	1753348160.000;	       err32
20250724;	143924;	1753348164.000;	       err32
20250724;	143928;	1753348168.000;	       err32
20250724;	143932;	1753348172.000;	       err32
20250724;	143936;	1753348176.000;	       err32
20250724;	143940;	1753348180.000;	       err32
20250724;	143944;	1753348184.000;	       err32
20250724;	143948;	1753348188.000;	       err32
20250724;	143952;	1753348192.000;	       err32
20250724;	143956;	1753348196.000;	       err32
20250724;	144000;	1753348200.000;	       err32
20250724;	144004;	1753348204.000;	       err32
20250724;	144008;	1753348208.000;	       err32
20250724;	144012;	1753348212.000;	       err32
20250724;	144016;	1753348216.000;	       err32
20250724;	144020;	1753348220.000;	       err32
20250724;	144024;	1753348224.000;	       err32
20250724;	144028;	1753348228.000;	       err32
20250724;	144032;	1753348232.000;	       err32
20250724;	144036;	1753348236.000;	       err32
20250724;	144040;	1753348240.000;	       err32
20250724;	144044;	1753348244.000;	       err32
20250724;	144048;	1753348248.000;	       err32
20250724;	144052;	1753348252.000;	       err32
20250724;	144056;	1753348256.000;	       err32
20250724;	144100;	1753348260.000;	       err32
20250724;	144104;	1753348264.000;	       err32
20250724;	144108;	1753348268.000;	       err32
20250724;	144112;	1753348272.000;	       err32
20250724;	144116;	1753348276.000;	       err32
20250724;	144120;	1753348280.000;	       err32
20250724;	144124;	1753348284.000;	       err32
20250724;	144128;	1753348288.000;	       err32
20250724;	144132;	1753348292.000;	       err32
20250724;	144136;	1753348296.000;	       err32
20250724;	144140;	1753348300.000;	       err32
20250724;	144144;	1753348304.000;	       err32
20250724;	144148;	1753348308.000;	       err32
20250724;	144152;	1753348312.000;	       err32
20250724;	144156;	1753348316.000;	       err32
20250724;	144200;	1753348320.000;	       err32
20250724;	144204;	1753348324.000;	       err32
20250724;	144208;	1753348328.000;	       err32
20250724;	144212;	1753348332.000;	       err32
20250724;	144216;	1753348336.000;	       err32
20250724;	144220;	1753348340.000;	       err32
20250724;	144224;	1753348344.000;	       err32
20250724;	144228;	1753348348.000;	       err32
20250724;	144232;	1753348352.000;	       err32
20250724;	144236;	1753348356.000;	       err32
20250724;	144240;	1753348360.000;	       err32
20250724;	144244;	1753348364.000;	       err32
20250724;	144248;	1753348368.000;	       err32
20250724;	144252;	1753348372.000;	       err32
20250724;	144256;	1753348376.000;	       err32
20250724;	144300;	1753348380.000;	       err32
20250724;	144304;	1753348384.000;	       err32
20250724;	144308;	1753348388.000;	       err32
20250724;	144312;	1753348392.000;	       err32
20250724;	144316;	1753348396.000;	       err32
20250724;	144320;	1753348400.000;	       err32
20250724;	144324;	1753348404.000;	       err32
20250724;	144328;	1753348408.000;	       err32
20250724;	144332;	1753348412.000;	       err32
20250724;	144336;	1753348416.000;	       err32
20250724;	144340;	1753348420.000;	       err32
20250724;	144344;	1753348424.000;	       err32
20250724;	144348;	1753348428.000;	       err32
20250724;	144352;	1753348432.000;	       err32
20250724;	144356;	1753348436.000;	       err32
20250724;	144400;	1753348440.000;	       err32
20250724;	144404;	1753348444.000;	       err32
20250724;	144408;	1753348448.000;	       err32
20250724;	144412;	1753348452.000;	       err32
20250724;	144416;	1753348456.000;	       err32
20250724;	144420;	1753348460.000;	       err32
20250724;	144424;	1753348464.000;	       err32
